+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                             ;
+-----------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[4].register16|Register1to16[4].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[4].register16|Register1to16[3].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[4].register16|Register1to16[2].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[4].register16|Register1to16[1].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[4].register16|Register1to16[0].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[4].register16                             ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[15].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[14].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[13].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[12].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[11].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[10].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[9].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[8].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[7].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[6].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[5].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[4].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[3].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[2].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[1].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16|Register1to16[0].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[3].register16                             ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[15].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[14].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[13].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[12].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[11].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[10].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[9].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[8].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[7].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[6].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[5].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[4].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[3].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[2].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[1].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16|Register1to16[0].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[2].register16                             ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[15].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[14].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[13].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[12].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[11].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[10].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[9].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[8].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[7].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[6].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[5].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[4].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[3].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[2].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[1].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16|Register1to16[0].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[1].register16                             ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[15].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[14].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[13].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[12].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[11].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[10].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[9].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[8].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[7].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[6].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[5].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[4].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[3].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[2].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[1].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16|Register1to16[0].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8|Register16toRAM8[0].register16                             ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[6].ram8                                                            ; 21    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[15].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[14].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[13].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[12].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[11].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[10].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[9].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[8].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[7].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[6].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[5].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[4].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[3].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[2].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[1].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16|Register1to16[0].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[7].register16                             ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[15].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[14].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[13].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[12].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[11].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[10].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[9].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[8].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[7].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[6].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[5].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[4].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[3].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[2].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[1].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16|Register1to16[0].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[6].register16                             ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[15].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[14].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[13].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[12].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[11].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[10].register1 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[9].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[8].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[7].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[6].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[5].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[4].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[3].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram64|RAM8to64[5].ram8|Register16toRAM8[5].register16|Register1to16[2].register1  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
